Date,XLK,XLF,XLV,XLE,XLI,XLP,XLY,XLU,XLB,SPY,IWM,MDY,VTV,VUG,EFA,EEM,VGK,EWJ,FXI,EWY,EWZ,EWG,EWU,AGG,TLT,IEF,SHY,LQD,HYG,MUB,TIP,EMB,BND,GLD,SLV,VNQ,DBA,GSG,IAU,GDX,QQQ,VWO
2007-12-20,0.014383027910717994,-0.007184612968172188,0.005903767209704425,0.012675105982917767,0.008262666620379555,-0.004493605733909667,0.004855929337780118,0.0044133509620536415,0.01835550554398724,0.006306429376307543,0.015059785744627296,0.015035432161340623,0.0014383156600086267,0.009419473352508367,0.007127545556483872,0.005458172034324749,0.005461542912775563,0.0037963700139838075,0.012962587150763705,-0.012269064750898284,0.010459211952424496,0.004908802268726253,0.0052799749162155685,-0.0008894813074504793,-0.002145039906698898,-0.001608756302121539,0.0007286152348540131,-0.004843500766946285,-0.0021551869149659675,-0.006180617579343073,-0.0011340220567560566,0.00039399634898518165,0.00012962503952129723,-0.007193333041277561,0.007508079977714743,-0.004167768684490536,0.005902464541513552,0.004913521909429841,-0.008060469677390825,-0.004181038880147203,0.020449571479432604,0.0033869701489148696
2007-12-21,0.012857244550540825,0.018499337838257635,0.006171397571312909,0.025859548387991982,0.017650981442061786,0.023976785773090814,0.001977357399223223,0.002027444558897473,0.02164135915675791,0.014415058678371562,0.022904378568729733,0.010994596737091245,0.012849489388087498,0.015267162427805125,0.014280547464767812,0.030156544763055848,0.014043639177522715,0.015128532539993245,0.030920605708655735,0.02987408703374439,0.03193642330776569,0.02183890327229232,0.012525610963443734,-0.004348026087003354,-0.014619089919410744,-0.007245860189706521,-0.001578620098007022,-0.0010499654589780638,0.0031411308825486373,-0.001185190693050897,-0.006052796859300047,-0.00108632500112249,-0.006623558776646554,0.018177200183795872,0.008871540003286826,0.019620452190521442,0.0129710633273743,0.012125932308485687,0.017902523126087866,0.049685084738408936,0.019725154145861845,0.026518429339884353
2007-12-24,0.007401872478350224,0.018094982248103575,0.003345227798357886,0.004540312650011424,0.011125454900008602,-0.001363595794882988,0.01851839997811955,0.00488328123489179,0.009260961621523789,0.007426290032014116,0.007252010435138567,0.009690140797556035,0.012387693562539326,0.009513573242450724,0.0040885206193745915,0.016913377811911046,0.005338030101507352,-0.0016561193428481502,0.02017630675057891,0.019330281656350534,0.023240665854740383,0.006221266878775111,0.006359246502328775,0.0002977962881636209,-0.004690685462437338,-0.0028950515535846044,-0.0008517573849255999,-0.005064606464359134,-0.003521510677837014,-0.0021740367053026954,-0.0030439499420500393,0.001780563136082769,0.0005381228203051869,0.0004993872195924176,0.017446369489721558,0.032392304016735096,0.014024287347039532,0.008695666916704425,0.0008731407395812241,0.0016946749157062957,0.0075222214486296846,0.018845744478655835
2007-12-26,0.0055111061627073354,-0.0070425731195827845,-0.001111406286819272,0.01117228271280557,-0.003750916891922418,-0.0034129624810147474,-0.003278950078927756,-0.005090914667751134,0.005176131406804396,0.002144099213868156,0.004673576501868615,-0.0006270614795297336,-0.002505691796139242,0.0018240067315200559,0.0027997963040100604,0.005183699662911545,0.002681435924090536,0.004524859208448806,-0.005125153830022988,-0.01295365196867404,0.00364001276299053,0.002268781857132307,-0.0028722376155498885,-0.003075368726791039,-0.008767942831678699,-0.004764498802059092,-0.0009744950405317088,0.0002881876916362991,-0.004418787851763417,-0.0011889345004104657,-0.004390078421552257,0.0007891155997705734,-0.0030160836392970625,0.017219831094685834,0.009265008764928195,-0.01662011520727913,0.00841862531441051,0.02049807814531457,0.017946167795807266,0.030453528492421222,0.004976554765814489,0.007327482881902991
2007-12-27,-0.01388413717032444,-0.020263121429657027,-0.010292091148883964,-0.010552666472536054,-0.011546106769070752,-0.009589253484884153,-0.014054468247682639,-0.00883971957346108,-0.01872611640436528,-0.012570973133743113,-0.023753375172458013,-0.015692223982664788,-0.009902980432406006,-0.014262155135482013,-0.0060915318806363805,-0.02307638379285737,0.0014711717407802638,-0.015766145370636364,-0.036286256323940225,-0.011903011448008982,-0.0073744112883490365,0.0005661837381811807,0.002057507948545423,0.005486446489127772,0.010901936335557139,0.006713628629728685,0.002188695285231468,0.005930881118751952,0.006595126441808263,0.00651376356243083,0.006657325428570449,-0.0007804071971764248,0.003945049351624874,0.0004906883853601496,-0.004864019907404038,-0.019902135073389227,-0.00954095497399643,-0.0026281094132791782,-0.0011018394074610027,-0.006567427498585521,-0.012000116287545382,-0.02070329703399465
2007-12-28,-0.004816411591166747,-0.0024131466248055178,-0.003934673889443352,0.008406575077383849,-0.001016095245234383,0.003803738123082434,-0.00454985961103882,0.00727561880888028,0.0007156261645384632,-0.0025058735119825037,-0.01072525581830186,-0.001976423270700911,-0.002835573284755366,0.0,0.008554697541692136,0.003761274676162829,0.009613862473033086,0.01144206555569105,-0.004648592292195719,0.008185225773275517,-0.004141094151569491,0.012726065968115652,0.0016429363956875775,0.005368013906729141,0.015593864496427523,0.008030576850861504,0.0012209701282031027,0.003163653611185868,-0.00975565511741494,0.0008898662741236851,0.006029811427461285,0.0003958134411303771,0.004977877065064362,0.017655744047463173,0.008674129434075084,-0.017566554805640733,-0.0069234899792733895,-0.006022956679672675,0.017649227405786228,0.027545310808209766,-0.0009637750231817899,0.003904447583603865
2007-12-31,-0.007446504580155389,-0.0003451771356677291,-0.0036683462152127255,-0.012691068673189032,-0.004575498892647634,-0.007922738477530222,-0.0036563199426693505,-0.013746521449388038,-0.00595910862785598,-0.00739998221511784,-0.008620551135289367,-0.009008814646060403,-0.006138244852789798,-0.00754172543188536,-0.006203223907130906,-0.012029390692236519,-0.01044804406292521,0.002262429604224403,-0.0049621147531313525,-0.008884583823902115,-0.01308511034292792,-0.010332377640405843,-0.012710326038216646,0.00029604910406533236,0.006055801074444256,0.0046187162303101825,0.0015842591443469,0.0019111474060136135,0.0021904333640836438,0.00661494795335682,0.006564562497164417,0.0013833608234838923,0.008603338781326686,-0.006506035126835452,0.003071193100428138,0.00820255456439023,0.0,-0.0013255007196348867,-0.0069854945719359796,-0.01715618350018655,-0.01157833556496013,-0.010624096189511989
2008-01-02,-0.02025459821270792,-0.01970304973628123,-0.010478711426627041,0.0018906526785678057,-0.016598551001563933,-0.014236018213548696,-0.015290866755519383,-0.005669600517932527,-0.009592914628637095,-0.008754275834453873,-0.009749737788691926,-0.006769739861963275,-0.011145930521642478,-0.012251695338904578,-0.0035669188684975817,-0.016500108877257946,-0.0038763703904733937,-0.004514835801923356,-0.014667110698461827,-0.03292130851812569,0.003097726798178213,-0.001410546669726842,-0.008305771934764783,0.004744636543598579,0.014401588514653563,0.007126046227640348,0.0018246762683473694,0.011827831028127234,-0.012112676412556422,0.003137901377725294,0.00793976125166651,0.001381270266005652,-0.0002586881372974581,0.02910503944367404,0.03286390216392654,-0.00309145859499671,0.013337436067345498,0.0364049698111637,0.02959374630227085,0.07440508075898955,-0.01581413611525362,-0.002876425614128375
2008-01-03,0.0015316055649885474,-0.006346673243925127,0.006010453971578622,0.011823655455162507,0.000778972173698822,-0.005283647595158203,-0.01117986983482977,-0.001425630176024928,0.01816025272173105,-0.0004827519529427837,-0.011043089573063547,-0.007335820180408348,0.0,0.0021981245004181194,0.001661844914381927,0.008996860422168629,0.003623072062236332,0.0037791712923944676,-0.00684750432512049,0.01278576456305247,-0.004199834136331293,-0.0028259146105087396,0.006281481930691557,0.002656790964624234,-0.001376584404934711,0.002053877196412923,0.0015798495582057814,-0.0032997159871447357,-0.0019101127518121874,-0.0011729635470154598,0.0033759675485223184,0.001773302811443278,0.0012925778266832388,0.008366710810346678,0.006916965752663984,-0.031173515770568816,0.023631363396904526,0.0,0.00801034718057747,0.030462958873152424,0.004165616106346803,0.00961568468425833
2008-01-04,-0.038991016668636136,-0.028388666772343307,-0.010242065300821612,-0.03654925458334768,-0.020497738902272022,-0.004249152580188542,-0.03140692286250779,0.007613792154044896,-0.030202331994955367,-0.024506104452241217,-0.030135617573018858,-0.027922854364144545,-0.021020632799272354,-0.031803475748694354,-0.022718218454111594,-0.030036535631425276,-0.024331926183018937,-0.025602451448750285,-0.019124628689010548,-0.037399389999970056,-0.0323784293498427,-0.01955220694649995,-0.023720081335499188,0.002060157433172005,0.00021182412940312645,0.0026191084740807558,0.0014539912067772498,0.008228656567122572,-0.0011078729166462686,-0.0004895682518468725,-0.0002811436426201075,0.0004921098242389732,0.0011621685600600173,-0.005142017564280343,-0.007719988988914239,-0.04060008260370307,0.010520212293436026,-0.006586180229720684,-0.003622780968641992,-0.01655497542769746,-0.04385641930614792,-0.0330481068635321
